Company name, Telephone, Email, Website
 MITSUI SEIKI KOGYO CO. LTD., (049) 297-8711, NaN, http://www.mitsuiseiki.co.jp
 MURATA MACHINERY LTD., (075) 672-8138, murata-kouki@syd.muratec.co.jp, http://www.muratec.co.jp
 NACHI-FUJIKOSHI CORP., (03) 5568-5111, NaN, http://www.nachi-fujikoshi.co.jp/eng/index.html
 NAKAMURA-TOME PRECISION INDUSTRY CO. LTD., (076) 273-1111, nt-jpn@nakamura-tome.co.jp, http://www.nakamura-tome.co.jp/en/
 NIHON SEIKI CO. LTD., (053) 425-3008, NaN, http://www.nihon-seiki.co.jp/
 NIIGATA MACHINE TECHNO CO. LTD., (025) 270-9011, info-nmt-co-3p91@n-mtec.co.jp, https://n-mtec.com/en/
 NISHIDA MACHINE CO. LTD., 072(271)5461, NaN, http://www.nishida-machine.co.jp
 NISSIN MACHINE WORKS LTD., (053) 471-9151, hamamatsu@nissin-cg.co.jp, http://www.nissin-cg.co.jp/english/index.html
 NOMURA MACHINE TOOL WORKS LTD., (072) 438-8223, NaN, http://www.nomurass.co.jp/
 NOMURA DS CO. LTD., (0428) 30-1311, NaN, http://www.nomurads.com/english/
 OGAKI IRON WORKS CO. LTD., (058) 324-8811, ogaki-te@violin.ocn.ne.jp, http://www.ogaki-tekkousyo.co.jp/
 OGAWA IRON WORKS CO. LTD., (0826) 42-4290, trade@ogawa-iw.com, http://www.ogawa-iw.com
 OHMIYA MACHINERY CO. LTD., (048) 729-1951, office@ohmiya-machinery.co.jp, http://www.ohmiya-machinery.co.jp
 OHTORI KIKO CO. LTD., (0857) 53-4611, otr@bronze.ocn.ne.jp, http://www.ohtori-kiko.co.jp/
 OKAMOTO MACHINE TOOL WORKS LTD., (027) 385-5800, okaeikan@okamoto.co.jp, http://www.okamoto.co.jp
 OKK CORPORATION, (072) 771-1112, ovsd@okk.co.jp, http://www.okk.co.jp
 OKUMA CORPORATION, (0587) 95-7825, NaN, http://www.okuma.co.jp/english/
 O-M LTD., (06) 6350-1219, exp@omltd.co.jp, http://www.omltd.co.jp/en/
 PRIORITY COMPANY, (03)5744-7891, NaN, http://www.priority.co.jp
 RENISHAW K.K., (03)5366-5315, japan@renishaw.com, http://www.renishaw.com/en/1030.aspx
 ROKU-ROKU SANGYO LTD., (03) 3447-3421, info@roku-roku.co.jp, http://www.roku-roku.co.jp
 SAIDA UMS INC., (054) 624-6155, info@saidaums.co.jp, http://saidagroup.jp/ums/
 SAKURAI LTD., (053) 434-3511, soumu@sakurai-net.co.jp, http://www.sakurai-net.co.jp/us/
 SAWAIRI ENGINEERING CO.Ltd., (0548) 63-4752, kazuya@sawairi-eng.co.jp, http://www.sawairi-eng.co.jp/
 SEIBU ELECTRIC & MACHINERY CO. LTD., (092) 941-1509, NaN, http://www.seibudenki.com/
 SEIWA CORPORATION, (0853)72-0306, NaN, http://segtec.jp/english/
 SHIGIYA MACHINERY WORKS LTD., (084) 953-6631, info@shigiya.co.jp, http://www.shigiya.co.jp
 SHIMADA MACHINERY CO.LTD., (0533) 76-3381, k-funahashi@smd.co.jp, http://www.smd.co.jp/en/
 SHIN NIPPON KOKI CO. LTD., (03) 3272-0371, info@snkc.co.jp, https://www.snkc.co.jp/en/
 SHIZUOKA MACHINE TOOL CO. LTD., (054) 278-3451, sales@shizuokatekko.co.jp, http://www.shizuokatekko.co.jp
 SIEMENS K.K., (03) 5423-7359, sinumerik.jp@siemens.com, http://www.siemens.com/sinumerik/
 SODICK CO. LTD., (045) 941-2222, NaN, https://www.sodick.co.jp/en/
 SOFIX CO. LTD., (050) 3823-3823, webmaster@sofix.co.jp, http://www.sofix.co.jp
 STAR MICRONICS CO. LTD., (0537) 36-5594, NaN, https://www.star-m.jp/eng/index.html
 SUMITOMO HEAVY INDUSTRIES FINETECH LTD., (086) 525-6281, NaN, http://www.shi-ftec.co.jp
 SYNOVA JAPAN KK, (03) 3725-6778, NaN, http://www.synova.ch/
 TAIYO KOKI CO. LTD., (0258) 42-8808, NaN, http://www.taiyokoki.com
 TAKAMATSU MACHINERY CO. LTD., (076) 274-1403, NaN, http://www.takamaz.co.jp/e/index.html
 TAKEDA MACHINE TOOLS CO. LTD., (0776) 33-0043, main@takeda-kikai.co.jp, http://www.takeda-kikai.co.jp/index-e.html
 TAKISAWA MACHINE TOOL CO. LTD., (086) 293-1500, soumu@takisawa.co.jp, http://www.takisawa.co.jp/english/
 TERAL INC., +81-3-3818-6890, NaN, http://www.teral.net/e/index.html
 TOKYO SEIKI KOSAKUSHO CO. LTD., (03) 3744-0809, tskk@k-tsk.co.jp, http://www.k-tsk.co.jp/english2/index.html
 TOSHIBA MACHINE CO. LTD., (055) 926-5180, tmmc.admin@toshiba-machine.co.jp, http://www.toshiba-machine.co.jp/en/index.html
 TOYO ADVANCED TECHNOLOGIES CO. LTD., (082) 252-5202, webmaster@toyo-at.co.jp, https://www.toyo-at.co.jp/en/index.html
 TOYO SEIKI KOGYO CO. LTD., (0266) 72-4135, info@toyosk.com, http://www.toyosk.com/English/index2e.htm
 TSUGAMI CORPORATION, (03) 3808-1711, webmaster@tsugami.co.jp, http://www.tsugami.co.jp/eng/
 TSUNE SEIKI CO. LTD., (076) 469-3330, head@tsune21.com, https://www.tsune.co.jp/english/
 WAIDA MFG. CO. LTD., (0577) 32-0390, NaN, http://www.waida.co.jp/english/
 YAMASAKI GIKEN CO. LTD., (0887) 57-6222, yzinfo@yamasakigiken.co.jp, http://www.yamasakigiken.co.jp/english/index.html
 YAMAZAKI MAZAK CORPORATION, (0587) 95-1131, NaN, http://www.mazak.com
 YASDA PRECISION TOOLS K.K., (0865) 64-2511, yasda@yasda.co.jp, http://www.yasda.co.jp/la_English/index.htm
 YUTAKA HIGH-TECHLTD., (03) 3861-7491, NaN, http://www.yutaka-ht.co.jp/
 YUTAKA SEIMITSU KOGYOLTD., 81-561-48-5924, NaN, http://www.yutaka.co.jp
 Grundfos Pumps K.K., (053)428-4760, NaN, https://www.grundfos.com/
 
